_id,Incident Type,Date & Time Occurred Start,Date & Time Occurred End,Criminal Offense,Date & Time Reported,Location,Common Name,Disposition
2014-00001683,Security Building,"October 06, 2014 at 11:10:00 PM","October 07, 2014 at 12:07:00 AM",,"October 06, 2014 at 11:23:05 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001684,Burglary,"October 07, 2014 at 12:24:00 AM","October 07, 2014 at 1:10:00 AM",Burglary,"October 07, 2014 at 12:57:56 AM",1914 SHERIDAN RD,African/Amer. Student Affairs,Open
2014-00001685,Public Service,"October 07, 2014 at 2:17:00 AM","October 07, 2014 at 2:31:00 AM",,"October 07, 2014 at 2:23:46 AM",2420 CAMPUS DR,Kemper Hall,Closed
2014-00001686,Security Building,"October 07, 2014 at 2:34:00 AM","October 07, 2014 at 3:00:00 AM",,"October 07, 2014 at 2:34:43 AM",640 LINCOLN ST,,Closed
2014-00001687,Service to Other Agency,"October 07, 2014 at 2:09:00 PM","October 07, 2014 at 2:12:00 PM",,"October 07, 2014 at 2:12:35 PM",1612 BENSON AVE,,Closed
2014-00001688,Public Service,"October 07, 2014 at 2:29:00 PM","October 07, 2014 at 4:30:00 PM",,"October 07, 2014 at 2:48:46 PM",601 UNIVERSITY PL,Scott Hall,Closed
2014-00001689,Public Service,"October 07, 2014 at 2:50:00 PM","October 07, 2014 at 2:59:00 PM",,"October 07, 2014 at 3:00:40 PM",1201 DAVIS ST,,Closed
2014-00001691,Suspicious Circumstances,"October 07, 2014 at 2:00:00 AM","October 07, 2014 at 2:01:00 AM",,"October 07, 2014 at 6:54:44 PM",628 LIBRARY PL,,Open
2014-00001695,Property Lost,"October 07, 2014 at 11:00:00 PM","October 08, 2014 at 8:00:00 AM",,"October 08, 2014 at 8:41:07 AM",2332 CAMPUS DR,Slivka Hall,Closed
2014-00001696,Suspicious Circumstances,"October 05, 2014 at 1:16:00 PM","October 07, 2014 at 9:11:00 AM",,"October 08, 2014 at 9:10:49 AM",633 CLARK ST,Rebecca Crown,Open
2014-00001697,Public Service,"October 08, 2014 at 9:40:00 AM","October 08, 2014 at 9:40:00 AM",,"October 08, 2014 at 10:05:01 AM",2420 CAMPUS DR,Kemper Hall,Closed
2014-00001698,Public Service,"October 08, 2014 at 11:12:00 AM","October 08, 2014 at 11:31:00 AM",,"October 08, 2014 at 11:16:03 AM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00001699,Theft,"October 08, 2014 at 1:00:00 PM","October 08, 2014 at 3:00:00 PM",Theft Over $500,"October 08, 2014 at 4:30:58 PM",2145 SHERIDAN RD,Technological Institute,Open
2014-00001701,Suspicious Person(s),"October 08, 2014 at 5:50:00 PM","October 08, 2014 at 5:57:00 PM",,"October 08, 2014 at 6:17:33 PM",2020 RIDGE AVE,Development,Closed
2014-00001703,Mot Vehicle Offenses/Non Crim,"October 08, 2014 at 8:20:00 PM","October 08, 2014 at 8:40:00 PM",Illegal Squealing/Screeching,"October 08, 2014 at 8:48:24 PM",1841 CAMPUS DR,,Closed
2014-00001704,Theft,"October 08, 2014 at 8:00:00 PM","October 08, 2014 at 9:45:00 PM",Theft $500 and Under,"October 08, 2014 at 9:54:33 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00001705,Public Service,"October 09, 2014 at 6:50:00 AM","October 09, 2014 at 6:50:00 AM",,"October 09, 2014 at 7:02:35 AM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00001707,Suspicious Circumstances,"October 09, 2014 at 2:30:00 PM","October 09, 2014 at 3:14:00 PM",Theft $500 and Under,"October 09, 2014 at 2:54:26 PM",619 CLARK ST,Bursar's Office/Business Office,Closed
2014-00001709,Theft,"October 09, 2014 at 6:55:00 PM","October 09, 2014 at 8:05:00 PM",Theft $500 and Under,"October 09, 2014 at 8:08:16 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001711,Fire Call,"October 10, 2014 at 12:13:00 AM","October 10, 2014 at 12:35:00 AM",,"October 10, 2014 at 12:22:00 AM",2251 SHERIDAN RD,Kappa Sigma,Closed
2014-00001712,Theft,"October 09, 2014 at 11:30:00 PM","October 10, 2014 at 9:30:00 AM",Theft $500 and Under,"October 10, 2014 at 10:11:31 AM",2305 SHERIDAN RD,Bobb Hall,Open
2014-00001713,Public Service,"October 10, 2014 at 9:48:00 AM","October 10, 2014 at 11:00:00 AM",,"October 10, 2014 at 10:51:58 AM",633 EMERSON ST,Student Health,Closed
2014-00001714,Theft,"October 10, 2014 at 11:30:00 AM","October 10, 2014 at 3:08:00 PM",Theft Over $500,"October 10, 2014 at 4:22:39 PM",2120 CAMPUS DR,Annenberg,Open
2014-00001715,Burglary,"October 09, 2014 at 9:00:00 PM","October 10, 2014 at 6:45:00 AM",Burglary from Motor Vehicle,"October 10, 2014 at 7:01:34 PM",2870 SHERIDAN PL,Provost House,Closed
2014-00001717,Domestic Situation,"October 10, 2014 at 7:00:00 PM","October 10, 2014 at 7:05:00 PM",,"October 10, 2014 at 7:18:43 PM",50 ARTS CIRCLE DR,Pick-Staiger,Closed
2014-00001720,Property Lost,"October 10, 2014 at 5:00:00 PM","October 10, 2014 at 6:30:00 PM",,"October 10, 2014 at 9:16:31 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001721,Public Contact,"July 01, 2014 at 12:00:00 PM","October 10, 2014 at 12:00:00 PM",Assault,"October 10, 2014 at 11:12:10 PM",1241 EMERSON ST,,Closed
2014-00001722,Service to Other Agency,"October 10, 2014 at 7:30:00 PM","October 10, 2014 at 11:30:00 PM",,"October 10, 2014 at 11:28:11 PM",1201 DAVIS ST,,Open
2014-00001723,Suspicious Circumstances,"October 11, 2014 at 12:21:00 AM","October 11, 2014 at 12:45:00 AM",,"October 11, 2014 at 1:02:11 AM",2205 TECH DR,Hogan Hall,Closed
2014-00001724,Security Building,"October 11, 2014 at 12:50:00 AM","October 11, 2014 at 1:01:00 AM",,"October 11, 2014 at 3:20:16 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001725,Public Service,"October 10, 2014 at 6:13:00 AM","October 10, 2014 at 7:00:00 AM",,"October 11, 2014 at 6:30:40 AM",2650 RIDGE AVE,,Referred
2014-00001726,Suspicious Circumstances,"October 11, 2014 at 9:41:00 AM","October 11, 2014 at 10:15:00 AM",,"October 11, 2014 at 10:13:53 AM",1999 CAMPUS DR,Norris Center,Closed
2014-00001727,Theft,"October 11, 2014 at 9:20:00 AM","October 11, 2014 at 10:30:00 AM",Theft $500 and Under,"October 11, 2014 at 4:32:32 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001728,Drunkeness,"October 12, 2014 at 12:38:00 AM","October 12, 2014 at 12:45:00 AM",Illegal Consumption by Minor,"October 12, 2014 at 12:39:45 AM",2315 SHERIDAN RD,McCulloch Hall,Referred
2014-00001729,Service to Other Agency,"October 12, 2014 at 12:37:00 AM","October 12, 2014 at 12:49:00 AM",Drunkenness,"October 12, 2014 at 12:45:24 AM",1000 FOSTER ST,,Closed
2014-00001730,Service to Other Agency,"October 12, 2014 at 12:56:00 AM","October 12, 2014 at 1:15:00 AM",Noise Prohibition (Loud Continued),"October 12, 2014 at 12:57:25 AM",912 HAMLIN ST,,Closed
2014-00001731,Damage property,"October 12, 2014 at 1:04:00 AM","October 12, 2014 at 1:20:00 AM",Criminal Damage to Property,"October 12, 2014 at 1:20:07 AM",2305 SHERIDAN RD,Bobb Hall,Referred
2014-00001732,Drunkeness,"October 12, 2014 at 1:48:00 AM","October 12, 2014 at 2:13:00 AM",Illegal Consumption by Minor,"October 12, 2014 at 2:13:09 AM",1835 HINMAN AVE,Hinman Dorm,Referred
2014-00001733,Drunkeness,"October 12, 2014 at 2:08:00 AM","October 12, 2014 at 2:30:00 AM",Illegal Consumption by Minor,"October 12, 2014 at 2:19:41 AM",2341 SHERIDAN RD,Sigma Phi Epsilon,Referred
2014-00001734,Drunkeness,"October 12, 2014 at 2:26:00 AM","October 12, 2014 at 2:50:00 AM",Illegal Consumption by Minor,"October 12, 2014 at 2:51:35 AM",2245 SHERIDAN RD,Sargent Hall,Referred
2014-00001735,Service to Other Agency,"October 12, 2014 at 12:57:00 PM","October 12, 2014 at 1:15:00 PM",,"October 12, 2014 at 1:35:55 PM",EMERSON ST AND ASBURY AVE,,Closed
2014-00001736,Damage property,"October 12, 2014 at 3:00:00 AM","October 12, 2014 at 3:30:00 AM",Criminal Damage to Property,"October 12, 2014 at 4:22:10 PM",2420 CAMPUS DR,Kemper Hall,Closed
2014-00001737,Public Service,"October 12, 2014 at 5:30:00 PM","October 12, 2014 at 5:40:00 PM",,"October 12, 2014 at 5:44:56 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001739,Service to Other Agency,"October 13, 2014 at 2:13:00 AM","October 13, 2014 at 2:33:00 AM",Violation of the Illinois Vehicle Code,"October 13, 2014 at 2:46:01 AM",GREENWOOD ST AND FOWLER AVE,,Closed
2014-00001741,Public Service,"October 13, 2014 at 8:05:00 AM","October 13, 2014 at 9:50:00 AM",,"October 13, 2014 at 8:17:06 AM",2420 CAMPUS DR,Kemper Hall,Closed
2014-00001742,Damage property,"October 09, 2014 at 6:00:00 PM","October 13, 2014 at 1:00:00 AM","Criminal Damage to Property
Burglary","October 13, 2014 at 8:41:14 AM",2122 SHERIDAN RD,Seabury-Western,Closed
2014-00001743,Public Service,"October 13, 2014 at 10:15:00 AM","October 13, 2014 at 10:30:00 AM",,"October 13, 2014 at 10:27:28 AM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001744,Theft,"October 13, 2014 at 2:35:00 PM","October 13, 2014 at 2:45:00 PM",,"October 13, 2014 at 2:41:43 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001745,Security Building,"October 13, 2014 at 1:11:00 PM","October 13, 2014 at 3:27:00 PM",,"October 13, 2014 at 3:25:31 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001746,Security Building,"October 14, 2014 at 4:20:00 AM","October 14, 2014 at 4:40:00 AM",,"October 14, 2014 at 4:29:05 AM",640 LINCOLN ST,,Closed
2014-00001747,Service to Other Agency,"October 14, 2014 at 9:40:00 AM","October 14, 2014 at 9:40:00 AM",,"October 14, 2014 at 10:38:35 AM",633 EMERSON ST,Student Health,Referred to Evanston PD
2014-00001748,Service to Other Agency,"October 13, 2014 at 1:35:00 PM","October 13, 2014 at 1:45:00 PM",,"October 14, 2014 at 11:10:56 AM",GREEN BAY RD AND SIMPSON ST,,Closed
2014-00001749,Identity Theft,"October 14, 2014 at 1:30:00 PM","October 14, 2014 at 2:00:00 PM",Identity Theft,"October 14, 2014 at 8:03:32 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001751,Public Service,"October 15, 2014 at 7:57:00 AM","October 15, 2014 at 8:12:00 AM",,"October 15, 2014 at 8:15:27 AM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00001753,Cannabis,"October 15, 2014 at 8:16:00 PM","October 15, 2014 at 8:52:00 PM",,"October 15, 2014 at 8:16:48 PM",1855 SHERIDAN RD,East Fairchild,Referred
2014-00001755,Service to Other Agency,"October 16, 2014 at 11:30:00 AM","October 16, 2014 at 11:30:00 AM",,"October 16, 2014 at 11:35:00 AM",1909 ASBURY AVE,,Closed
2014-00001757,Security Building,"October 17, 2014 at 12:34:00 AM","October 17, 2014 at 12:36:00 AM",,"October 17, 2014 at 12:34:50 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001760,"Accident, bicycle","October 17, 2014 at 10:50:00 AM","October 17, 2014 at 11:10:00 AM",,"October 17, 2014 at 11:15:38 AM",1935 SHERIDAN RD,,Closed
2014-00001761,Theft,"October 17, 2014 at 9:45:00 AM","October 17, 2014 at 2:02:00 PM",Theft $500 and Under,"October 17, 2014 at 2:38:30 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001766,Drunkeness,"October 18, 2014 at 12:04:00 AM","October 18, 2014 at 12:20:00 AM",Illegal Consumption by Minor,"October 18, 2014 at 12:20:29 AM",2305 SHERIDAN RD,Bobb Hall,Referred
2014-00001767,Drunkeness,"October 18, 2014 at 2:25:00 AM","October 18, 2014 at 2:45:00 AM",Illegal Consumption by Minor,"October 18, 2014 at 2:38:56 AM",1820 CHICAGO AVE,Allison Hall,Referred
2014-00001768,Drunkeness,"October 18, 2014 at 2:24:00 AM","October 18, 2014 at 2:30:00 AM",Illegal Consumption by Minor,"October 18, 2014 at 2:39:14 AM",626 UNIVERSITY PL,Shepard Hall,Referred
2014-00001769,Drunkeness,"October 18, 2014 at 2:45:00 AM","October 18, 2014 at 2:53:00 AM",Illegal Consumption by Minor,"October 18, 2014 at 3:01:28 AM",1820 CHICAGO AVE,Allison Hall,Referred
2014-00001770,Public Service,"October 17, 2014 at 7:00:00 AM","October 17, 2014 at 7:00:00 AM",,"October 18, 2014 at 7:18:31 AM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00001771,Service to Other Agency,"October 18, 2014 at 10:46:00 AM","October 18, 2014 at 11:00:00 AM",,"October 18, 2014 at 10:57:42 AM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001774,Theft,"October 18, 2014 at 3:30:00 PM","October 18, 2014 at 4:00:00 PM",Theft $500 and Under,"October 18, 2014 at 4:58:52 PM",601 LINCOLN ST,Long Field,Open
2014-00001775,Service to Other Agency,"October 18, 2014 at 5:07:00 PM","October 18, 2014 at 6:30:00 PM",Noise Prohibition (Loud Continued),"October 18, 2014 at 5:27:23 PM",2115 MAPLE AVE,,Closed
2014-00001778,Service to Other Agency,"October 18, 2014 at 6:20:00 PM","October 18, 2014 at 6:40:00 PM",,"October 18, 2014 at 6:51:58 PM",1800 SHERIDAN RD,John Evans Center,Closed
2014-00001781,Public Service,"October 18, 2014 at 7:07:00 PM","October 18, 2014 at 7:20:00 PM",,"October 18, 2014 at 7:14:13 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001782,Public Service,"October 18, 2014 at 7:31:00 PM","October 18, 2014 at 7:45:00 PM",,"October 18, 2014 at 7:39:36 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001783,Trespass,"October 18, 2014 at 6:00:00 PM","October 18, 2014 at 8:00:00 PM","Criminal Trespass to land
Battery
Resist, Obstruct, Disarm an Officer","October 18, 2014 at 7:46:00 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001784,Public Contact,"October 18, 2014 at 7:39:00 PM","October 18, 2014 at 7:51:00 PM",Alcoholic Beverages(Consumption/Possession In Public),"October 18, 2014 at 7:48:21 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001786,Public Service,"October 18, 2014 at 7:22:00 PM","October 18, 2014 at 7:58:00 PM",,"October 18, 2014 at 7:51:29 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001789,Public Contact,"October 18, 2014 at 7:55:00 PM","October 18, 2014 at 8:30:00 PM",,"October 18, 2014 at 7:55:51 PM",1201 DAVIS ST,,Closed
2014-00001787,Public Service,"October 18, 2014 at 7:55:00 PM","October 19, 2014 at 8:46:00 PM",,"October 18, 2014 at 8:01:43 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001790,Service to Other Agency,"October 18, 2014 at 8:26:00 PM","October 18, 2014 at 8:32:00 PM",,"October 18, 2014 at 8:26:25 PM",1454 ELMWOOD AVE,,Closed
2014-00001791,Public Service,"October 18, 2014 at 8:22:00 PM","October 18, 2014 at 8:34:00 PM",,"October 18, 2014 at 8:31:35 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001793,"Accident, personal injury","October 18, 2014 at 8:40:00 PM","October 18, 2014 at 8:50:00 PM",,"October 18, 2014 at 8:48:25 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00001794,Service to Other Agency,"October 18, 2014 at 9:45:00 PM","October 18, 2014 at 9:50:00 PM",,"October 18, 2014 at 9:56:56 PM",NOYES ST AND SHERIDAN RD,,Closed
2014-00001795,Public Service,"October 19, 2014 at 12:29:00 AM","October 19, 2014 at 12:51:00 AM",,"October 19, 2014 at 12:42:20 AM",1838 CHICAGO AVE,PARC Hall,Closed
2014-00001796,Drunkeness,"October 19, 2014 at 2:59:00 AM","October 19, 2014 at 3:23:00 AM",Illegal Consumption by Minor,"October 19, 2014 at 3:19:16 AM",LINCOLN ST AND SHERIDAN RD,,Referred
2014-00001799,Property Lost,"October 18, 2014 at 9:00:00 PM","October 18, 2014 at 10:00:00 PM",,"October 19, 2014 at 6:58:26 PM",717 UNIVERSITY PL,Delta Zeta,Open
2014-00001800,Public Service,"October 19, 2014 at 7:00:00 PM","October 19, 2014 at 7:03:00 PM",,"October 19, 2014 at 8:21:01 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00001801,Public Service,"October 20, 2014 at 3:17:00 AM","October 20, 2014 at 3:25:00 AM",,"October 20, 2014 at 3:21:18 AM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001803,Theft,"October 20, 2014 at 2:40:00 PM","October 20, 2014 at 2:55:00 PM",Theft $500 and Under,"October 20, 2014 at 2:41:02 PM",1970 CAMPUS DR,University Library,Closed
2014-00001804,Public Service,"October 20, 2014 at 2:25:00 PM","October 20, 2014 at 2:30:00 PM",,"October 20, 2014 at 2:41:32 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001805,Public Service,"October 20, 2014 at 3:49:00 PM","October 20, 2014 at 5:00:00 PM",,"October 20, 2014 at 3:49:26 PM",633 EMERSON ST,Student Health,Referred
2014-00001807,Public Service,"October 20, 2014 at 3:30:00 PM","October 20, 2014 at 4:17:00 PM",,"October 20, 2014 at 4:18:54 PM",633 EMERSON ST,Student Health,Closed
2014-00001808,Trespass,"October 21, 2014 at 1:28:00 AM","October 21, 2014 at 4:45:00 AM",Criminal Trespass to land,"October 21, 2014 at 1:43:37 AM",1871 ORRINGTON AVE,Kappa Kappa Gamma,Closed
2014-00001809,"Accident, personal injury","October 21, 2014 at 9:53:00 AM","October 21, 2014 at 10:06:00 AM",,"October 21, 2014 at 9:56:34 AM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001810,Service to Other Agency,"October 21, 2014 at 11:29:00 AM","October 21, 2014 at 12:15:00 PM",,"October 21, 2014 at 12:10:58 PM",NA,,Referred
2014-00001811,Theft,"October 21, 2014 at 2:00:00 PM","October 21, 2014 at 2:44:00 PM",Theft Over $500,"October 21, 2014 at 2:47:36 PM",2145 SHERIDAN RD,Technological Institute,Open
2014-00001812,Public Service,"October 21, 2014 at 3:30:00 PM","October 21, 2014 at 5:50:00 PM",,"October 21, 2014 at 3:31:01 PM",633 EMERSON ST,Student Health,Closed
2014-00001813,Larceny - theft,"October 21, 2014 at 3:30:00 PM","October 21, 2014 at 4:50:00 PM",Theft Over $500,"October 21, 2014 at 5:11:49 PM",1881 SHERIDAN RD,Harris Hall,Closed
2014-00001815,Public Service,"October 22, 2014 at 9:00:00 PM","October 22, 2014 at 9:30:00 PM",,"October 22, 2014 at 9:53:36 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00001818,Suspicious Circumstances,"October 23, 2014 at 10:58:00 AM","October 23, 2014 at 11:25:00 AM",,"October 23, 2014 at 11:07:17 AM",633 EMERSON ST,Student Health,Closed
2014-00001820,Suspicious Person(s),"October 23, 2014 at 3:00:00 PM","October 23, 2014 at 3:25:00 PM","

","October 23, 2014 at 3:30:49 PM",2707 ASHLAND AVE,Coon Hall,Closed
2014-00001821,Public Service,"October 23, 2014 at 4:18:00 PM","October 23, 2014 at 6:00:00 PM",,"October 23, 2014 at 4:18:42 PM",633 EMERSON ST,Student Health,Closed
2014-00001823,Public Service,"October 23, 2014 at 8:58:00 PM","October 23, 2014 at 9:19:00 PM",,"October 23, 2014 at 9:10:03 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00001824,Theft,"October 23, 2014 at 12:40:00 PM","October 23, 2014 at 3:10:00 PM",Theft $500 and Under,"October 23, 2014 at 9:24:07 PM",1820 CHICAGO AVE,Allison Hall,Closed
2014-00001825,Damage property,"October 23, 2014 at 10:40:00 PM","October 23, 2014 at 11:36:00 PM",Criminal Damage to Property,"October 23, 2014 at 10:40:58 PM",1845 SHERIDAN RD,Fisk Hall,Referred
2014-00001827,Suspicious Circumstances,"October 24, 2014 at 5:15:00 AM","October 24, 2014 at 5:45:00 AM",,"October 24, 2014 at 6:32:09 AM",1937 SHERIDAN RD,Deering Library,Closed
2014-00001828,Service to Other Agency,"October 21, 2014 at 8:00:00 PM","October 21, 2014 at 8:05:00 PM",Battery,"October 24, 2014 at 11:14:24 AM",NA,,Closed
2014-00001829,Public Service,"October 24, 2014 at 3:41:00 PM","October 24, 2014 at 5:50:00 PM",,"October 24, 2014 at 3:41:42 PM",633 EMERSON ST,Student Health,Closed
2014-00001831,Damage property,"October 24, 2014 at 4:55:00 PM","October 24, 2014 at 4:56:00 PM",,"October 24, 2014 at 5:00:01 PM",50 ARTS CIRCLE DR,Pick-Staiger,Closed
2014-00001835,Drunkeness,"October 25, 2014 at 1:42:00 AM","October 25, 2014 at 1:55:00 AM",Illegal Consumption by Minor,"October 25, 2014 at 1:42:55 AM",2245 SHERIDAN RD,Sargent Hall,Referred
2014-00001838,Traffic Arrest,"October 25, 2014 at 7:35:00 PM","October 25, 2014 at 8:41:00 PM","Improper Overtaking-On Right
Misdemeanor Driving with Suspended or Revoked License
Failed to Yield-Merging Traffic","October 25, 2014 at 7:37:33 PM",EMERSON ST AND MAPLE AVE,,Closed
2014-00001842,Service to Other Agency,"October 25, 2014 at 11:25:00 PM","October 25, 2014 at 11:30:00 PM",,"October 25, 2014 at 11:30:17 PM",CHURCH ST AND DODGE AVE,,Closed
2014-00001843,Drunkeness,"October 26, 2014 at 2:23:00 AM","October 26, 2014 at 2:49:00 AM",Illegal Consumption by Minor,"October 26, 2014 at 2:30:19 AM",1835 HINMAN AVE,Hinman Dorm,Referred
2014-00001844,Theft,"October 26, 2014 at 3:30:00 PM","October 26, 2014 at 4:30:00 PM",Theft $500 and Under,"October 26, 2014 at 4:43:03 PM",633 CLARK ST,Rebecca Crown,Open
2014-00001845,Public Service,"October 26, 2014 at 9:49:00 PM","October 26, 2014 at 10:05:00 PM",,"October 26, 2014 at 9:55:06 PM",2311 CAMPUS DR,Sports & Aquatics Center,Closed
2014-00001846,Traffic Arrest,"October 26, 2014 at 10:13:00 PM","October 27, 2014 at 5:00:00 AM","Operation of Vehicle Displaying ""Expired"" Illinois Registration
Improper Parking on Roadway
Under the Influence of Alcohol","October 26, 2014 at 10:29:48 PM",SHERIDAN RD AND NOYES ST,,Closed
